Unnamed: 0,BACKLIGHTSUN,DARKNESS,MOTIONBLUR,RAIN,SignType,img_id,class,detailed_class,full_img_pth,hour,rain_sensor,sun_altitude,velocity,DARKNESS_classes,RAIN_classes,MOTIONBLUR_classes,BACKLIGHTSUN_classes,VGG_is_correct,VG_labels,VGG_probabilities,Latitude,Longitude,Coordinates,Datetime,formattedTime,Speed,month,Temperature,Precipitation,Elevation,Open_Data,RoadTypes,Coordinates_Joined,env_probability ,geo_probability ,Scope_Probability_Verbose,Scope_Probability,temp_probability,geo_probability
4696,0,0,0,75,7,1557744858_2164,RAIN,RAIN,1557744858_2164_UC2_RAIN-75.png,14.72343801,27.33225452,0.403538651,0.541580133,0,2,0,0,False,28,0.127941564,48.36651078127093,12.079888780186955,"(48.36651078127094, 12.079888780186954)",1530540310,2018-07-02 14:05:10,17.30201085240369,7,19.40289587496048,2.763202810799108,500.0,"{""place_id"":80325248,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":24786254,""lat"":""48.361999896826"",""lon"":""12.0787975436313"",""place_rank"":26,""category"":""highway"",""type"":""unclassified"",""importance"":""0.1"",""addresstype"":""road"",""name"":null,""display_name"":""Steinkirchen, Steinkirchen (VGem), Landkreis Erding, Obb, Bayern, 84439, Deutschland"",""address"":{""village"":""Steinkirchen"",""county"":""Steinkirchen (VGem)"",""state_district"":""Obb"",""state"":""Bayern"",""postcode"":""84439"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""48.3535656"",""48.3634145"",""12.0743881"",""12.1057671""]}",road,"(12.079888780186955, 48.36651078127093)",0,0,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",1.0,1.0,1.0
23060,0,75,0,0,4,1557744085_2492,DARKNESS,DARKNESS,1557744085_2492_UC2_DARKNESS-75.png,23.32451036,0.050642371,2.967006987,0.21985268,2,0,0,0,True,4,0.806873262,52.370130447373256,11.855208451183405,"(52.37013044737326, 11.855208451183405)",1541048934,2018-11-01 05:08:54,70.05310794566267,11,10.253417290713726,0.9139911115347928,46.0,"{""place_id"":597451,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""node"",""osm_id"":240115251,""lat"":""52.3654584"",""lon"":""11.8465523"",""place_rank"":19,""category"":""place"",""type"":""village"",""importance"":""0.36265591696526"",""addresstype"":""place"",""name"":""Uetz"",""display_name"":""Uetz, Stendal, Sachsen-Anhalt, Deutschland"",""address"":{""city_district"":""Uetz"",""village"":""Uetz"",""county"":""Stendal"",""state"":""Sachsen-Anhalt"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""52.3254584"",""52.4054584"",""11.8065523"",""11.8865523""]}",road,"(11.855208451183405, 52.370130447373256)",0,0,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",0.8333333333333334,0.5,1.0
2413,0,0,0,25,23,1557744530_281,RAIN,RAIN,1557744530_281_UC2_RAIN-25.png,6.349402525,37.85419663,1.909323273,2.555392061,0,1,0,0,False,38,0.129324824,51.108625711137584,6.5781343183063115,"(51.108625711137584, 6.578134318306311)",1523298430,2018-04-09 18:27:10,86.54376970756182,4,27.771042845611124,0.1126221202134876,65.0,"{""place_id"":43559310,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""node"",""osm_id"":3175239443,""lat"":""51.1086161"",""lon"":""6.578147"",""place_rank"":30,""category"":""shop"",""type"":""beverages"",""importance"":""0"",""addresstype"":""shop"",""name"":""real Getränkemarkt"",""display_name"":""real Getränkemarkt, 1, Am Rittergut, Noithausen, Elsen, Grevenbroich, Rhein-Kreis Neuss, Regierungsbezirk Düsseldorf, Nordrhein-Westfalen, 41515, Deutschland"",""address"":{""beverages"":""real Getränkemarkt"",""house_number"":""1"",""road"":""Am Rittergut"",""suburb"":""Elsen"",""town"":""Grevenbroich"",""county"":""Rhein-Kreis Neuss"",""state_district"":""Regierungsbezirk Düsseldorf"",""state"":""Nordrhein-Westfalen"",""postcode"":""41515"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""51.1085161"",""51.1087161"",""6.578047"",""6.578247""]}",road,"(6.5781343183063115, 51.108625711137584)",0,0,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",0.8333333333333334,0.5,1.0
4214,0,0,0,75,13,1557744858_1730,RAIN,RAIN,1557744858_1730_UC2_RAIN-75.png,14.77904919,28.14933847,0.8925948770000001,2.252069679,0,2,0,0,True,13,0.991605759,48.709121493063144,10.677273794497404,"(48.709121493063144, 10.677273794497403)",1545865282,2018-12-26 23:01:22,64.47943166387785,12,5.087824670404316,1.396389132417028,494.0,"{""place_id"":85176307,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":37610836,""lat"":""48.707062"",""lon"":""10.6743529"",""place_rank"":26,""category"":""highway"",""type"":""residential"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Ellesfeldstraße"",""display_name"":""Ellesfeldstraße, Oppertshofen, Donaumünster, Tapfheim, Landkreis Donau-Ries, Schwaben, Bayern, 86660, Deutschland"",""address"":{""road"":""Ellesfeldstraße"",""residential"":""Oppertshofen"",""suburb"":""Donaumünster"",""village"":""Tapfheim"",""county"":""Landkreis Donau-Ries"",""state_district"":""Schwaben"",""state"":""Bayern"",""postcode"":""86660"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""48.7056578"",""48.707062"",""10.6727369"",""10.6743529""]}",road,"(10.677273794497404, 48.709121493063144)",0,0,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",0.8333333333333334,0.5,1.0
6325,0,0,0,75,16,1557744858_931,RAIN,RAIN,1557744858_931_UC2_RAIN-75.png,10.50649102,26.12931763,4.153128204,0.203700759,0,2,0,0,True,16,0.772439361,48.78288699100489,6.415859555442816,"(48.78288699100488, 6.415859555442815)",1524316358,2018-04-21 13:12:38,44.90332912294985,4,7.26126794404525,0.3185987092480688,229.0,"{""place_id"":159754517,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":376895952,""lat"":""48.7841802828441"",""lon"":""6.41520136473871"",""place_rank"":26,""category"":""highway"",""type"":""tertiary"",""importance"":""0.1"",""addresstype"":""road"",""name"":""D 77"",""display_name"":""D 77, Pettoncourt, Sarrebourg-Château-Salins, Moselle, Grand Est, France métropolitaine, 57170, France"",""address"":{""road"":""D 77"",""village"":""Pettoncourt"",""county"":""Sarrebourg-Château-Salins"",""state"":""Grand Est"",""country"":""France"",""postcode"":""57170"",""country_code"":""fr""},""boundingbox"":[""48.7823368"",""48.7904049"",""6.4076386"",""6.4508048""]}",road,"(6.415859555442816, 48.78288699100489)",0,0,"{'geo': 0, 'env': 0.5, 'img': 1.0, 'total': 0}",0.0,0.5,0.0
23132,0,75,0,0,38,1557744085_2557,DARKNESS,DARKNESS,1557744085_2557_UC2_DARKNESS-75.png,22.16447759,4.771253402,2.462804048,5.605644324,2,0,0,0,True,38,0.999973297,49.47944294800574,8.296038780714499,"(49.47944294800574, 8.296038780714499)",1529478537,2018-06-20 07:08:57,37.37779149955898,6,20.46023674279782,0.9598860130008671,95.0,"{""place_id"":84397489,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":35267542,""lat"":""49.4801461603506"",""lon"":""8.29601966497497"",""place_rank"":27,""category"":""highway"",""type"":""service"",""importance"":""0.075"",""addresstype"":""road"",""name"":""Grenzweg"",""display_name"":""Grenzweg, Maxdorf BASF-Siedlung, Maxdorf, Rhein-Pfalz-Kreis, Rheinland-Pfalz, 67133, Deutschland"",""address"":{""road"":""Grenzweg"",""neighbourhood"":""Maxdorf BASF-Siedlung"",""village"":""Maxdorf"",""county"":""Maxdorf"",""state"":""Rheinland-Pfalz"",""postcode"":""67133"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""49.4801186"",""49.4801759"",""8.2950058"",""8.2971137""]}",road,"(8.296038780714499, 49.47944294800574)",0,0,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",1.0,1.0,1.0
29878,75,0,0,0,19,1558446262_529,BACKLIGHTSUN,BACKLIGHTSUN,1558446262_529_UC2_BACKLIGHTSUN-75.png,14.7133419,1.140455045,52.814437100000006,5.6102279170000005,0,0,0,2,False,25,0.395257056,53.65632811493683,10.293629515998497,"(53.65632811493683, 10.293629515998497)",1549085652,2019-02-02 05:34:12,108.77573974402617,2,4.154655970718143,2.418748248475991,57.0,"{""place_id"":92406386,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":70177304,""lat"":""53.6562828274636"",""lon"":""10.2936062273529"",""place_rank"":26,""category"":""highway"",""type"":""residential"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Waldreiterweg"",""display_name"":""Waldreiterweg, Großhansdorf, Stormarn, Schleswig-Holstein, 22927, Deutschland"",""address"":{""road"":""Waldreiterweg"",""village"":""Großhansdorf"",""county"":""Stormarn"",""state"":""Schleswig-Holstein"",""postcode"":""22927"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""53.6560068"",""53.6584351"",""10.2909891"",""10.2957326""]}",road,"(10.293629515998497, 53.65632811493683)",0,0,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",0.8333333333333334,0.5,1.0
1695,0,0,0,25,33,1557744530_2163,RAIN,RAIN,1557744530_2163_UC2_RAIN-25.png,8.375346871,36.98943095,3.181075032,4.1718598139999985,0,1,0,0,True,33,0.999988794,53.526242609116146,10.459343139887805,"(53.52624260911614, 10.459343139887805)",1529611018,2018-06-21 19:56:58,113.05371197261093,6,7.515519111126926,0.8461929988623235,42.0,"{""place_id"":117422370,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":179617092,""lat"":""53.5250825904794"",""lon"":""10.4607788966913"",""place_rank"":26,""category"":""highway"",""type"":""secondary"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Am Bahnhof"",""display_name"":""Am Bahnhof, Havekost, Schwarzenbek-Land, Herzogtum Lauenburg, Schleswig-Holstein, 21493, Deutschland"",""address"":{""road"":""Am Bahnhof"",""village"":""Havekost"",""county"":""Schwarzenbek-Land"",""state"":""Schleswig-Holstein"",""postcode"":""21493"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""53.514855"",""53.5334455"",""10.4557083"",""10.4643932""]}",road,"(10.459343139887805, 53.526242609116146)",0,0,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",1.0,1.0,1.0
13373,0,0,75,0,5,1557742802_1874,MOTIONBLUR,MOTIONBLUR,1557742802_1874_UC2_MOTIONBLUR-75.png,17.62360043,4.633728155,1.257510581,117.4393025,0,0,2,0,True,5,0.8082120420000001,51.572136949227854,11.774792002425642,"(51.572136949227854, 11.774792002425642)",1536566052,2018-09-10 07:54:12,102.40834018981806,9,12.441750529973767,2.929480456161038,152.5,"{""place_id"":162695159,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":389167261,""lat"":""51.5719570435006"",""lon"":""11.7748217090682"",""place_rank"":26,""category"":""highway"",""type"":""residential"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Promenade"",""display_name"":""Promenade, Kloschwitz, Salzatal, Saalekreis, Sachsen-Anhalt, 06198, Deutschland"",""address"":{""road"":""Promenade"",""suburb"":""Kloschwitz"",""city"":""Salzatal"",""county"":""Saalekreis"",""state"":""Sachsen-Anhalt"",""postcode"":""06198"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""51.5712595"",""51.572609"",""11.7718053"",""11.7779632""]}",road,"(11.774792002425642, 51.572136949227854)",0,0,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",0.8333333333333334,0.5,1.0
12971,0,0,75,0,1,1557742802_1511,MOTIONBLUR,MOTIONBLUR,1557742802_1511_UC2_MOTIONBLUR-75.png,8.911878867999999,3.263997275,1.475422463,93.68308979,0,0,2,0,True,1,0.602955937,52.094339098165655,7.869669571225899,"(52.094339098165655, 7.869669571225899)",1540107488,2018-10-21 07:38:08,65.19925447491309,10,18.891716364630625,0.0,55.0,"{""place_id"":141502448,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":285116780,""lat"":""52.0899369"",""lon"":""7.86877287739942"",""place_rank"":30,""category"":""leisure"",""type"":""nature_reserve"",""importance"":""0"",""addresstype"":""leisure"",""name"":""NSG Lilienvenn"",""display_name"":""NSG Lilienvenn, Jagdweg, Lienen, Kreis Steinfurt, Regierungsbezirk Münster, Nordrhein-Westfalen, 49536, Deutschland"",""address"":{""nature_reserve"":""NSG Lilienvenn"",""path"":""Jagdweg"",""village"":""Lienen"",""county"":""Kreis Steinfurt"",""state_district"":""Regierungsbezirk Münster"",""state"":""Nordrhein-Westfalen"",""postcode"":""49536"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""52.0850738"",""52.0947962"",""7.8593047"",""7.8829772""]}",road,"(7.869669571225899, 52.094339098165655)",0,0,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",0.8333333333333334,0.5,1.0
11290,0,0,25,0,42,1557742475_27,MOTIONBLUR,MOTIONBLUR,1557742475_27_UC2_MOTIONBLUR-25.png,10.44386397,3.021815418,0.250445664,72.46497035,0,0,1,0,True,42,0.522143543,52.51578021264113,10.959476994248641,"(52.515780212641126, 10.95947699424864)",1528840985,2018-06-12 22:03:05,15.554270930891342,6,2.5295556524725185,2.1728200950387864,57.0,"{""place_id"":285005,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""node"",""osm_id"":83353987,""lat"":""52.5280377"",""lon"":""10.9630162"",""place_rank"":19,""category"":""place"",""type"":""village"",""importance"":""0.147489186851341"",""addresstype"":""place"",""name"":""Kaiserwinkel"",""display_name"":""Kaiserwinkel, Samtgemeinde Brome, Gifhorn, Niedersachsen, Deutschland"",""address"":{""village"":""Kaiserwinkel"",""county"":""Samtgemeinde Brome"",""state"":""Niedersachsen"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""52.4880377"",""52.5680377"",""10.9230162"",""11.0030162""]}",road,"(10.959476994248641, 52.51578021264113)",0,0,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",1.0,1.0,1.0
27550,25,0,0,0,28,1558446067_233,BACKLIGHTSUN,BACKLIGHTSUN,1558446067_233_UC2_BACKLIGHTSUN-25.png,11.86501567,0.569896171,45.60696921,2.31413549,0,1,0,1,True,28,0.249943241,48.84955368615682,12.946694612604427,"(48.849553686156824, 12.946694612604428)",1552372227,2019-03-12 06:30:27,117.62073617095564,3,8.950406691036976,0.23100011656555874,368.0,"{""place_id"":108770341,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":141772212,""lat"":""48.8496558"",""lon"":""12.94663565"",""place_rank"":30,""category"":""building"",""type"":""yes"",""importance"":""0"",""addresstype"":""building"",""name"":null,""display_name"":""22, Godehardstraße, Himmelreich, Bruckhof, Deggendorf, Landkreis Deggendorf, NB, Bayern, 94469, Deutschland"",""address"":{""house_number"":""22"",""road"":""Godehardstraße"",""neighbourhood"":""Himmelreich"",""suburb"":""Bruckhof"",""town"":""Deggendorf"",""county"":""Landkreis Deggendorf"",""state_district"":""NB"",""state"":""Bayern"",""postcode"":""94469"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""48.8496003"",""48.8497113"",""12.9465327"",""12.9467386""]}",road,"(12.946694612604427, 48.84955368615682)",0,0,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",0.8333333333333334,0.5,1.0
17763,0,0,0,0,25,1557743423_425,DARKNESS,DARKNESS,1557743423_425_UC2_DARKNESS-0.png,19.38332448,3.628760831,4.085311962,2.77893978,0,0,0,0,True,25,0.999999762,53.171800544005386,8.005943517315977,"(53.17180054400538, 8.005943517315977)",1526661789,2018-05-18 16:43:09,60.96191724360739,5,32.76121945493792,0.3339483890825925,7.0,"{""place_id"":84747266,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":35963610,""lat"":""53.1719419034736"",""lon"":""8.00585126774452"",""place_rank"":26,""category"":""highway"",""type"":""track"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Zum Hohen Esch"",""display_name"":""Zum Hohen Esch, Bad Zwischenahn, Landkreis Ammerland, Niedersachsen, 26160, Deutschland"",""address"":{""road"":""Zum Hohen Esch"",""town"":""Bad Zwischenahn"",""county"":""Landkreis Ammerland"",""state"":""Niedersachsen"",""postcode"":""26160"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""53.1712686"",""53.1734993"",""8.0031487"",""8.0059157""]}",road,"(8.005943517315977, 53.171800544005386)",0,0,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",0.8333333333333334,0.5,1.0
26959,25,0,0,0,10,1558446067_1500,BACKLIGHTSUN,BACKLIGHTSUN,1558446067_1500_UC2_BACKLIGHTSUN-25.png,13.50672906,1.16506556,47.57256583,8.235507155,0,0,0,1,True,10,1.0,48.498110024319274,10.827654635706718,"(48.498110024319274, 10.827654635706718)",1549877824,2019-02-11 09:37:04,71.67463028507518,2,-4.927456365792447,0.4953376151873766,466.0,"{""place_id"":3548501,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""node"",""osm_id"":369455852,""lat"":""48.4946007"",""lon"":""10.8280607"",""place_rank"":30,""category"":""tourism"",""type"":""information"",""importance"":""0"",""addresstype"":""tourism"",""name"":""Fischereigrenze"",""display_name"":""Fischereigrenze, Eggelhofer Weg, Langweid am Lech, Landkreis Augsburg, Schwaben, Bayern, 86462, Deutschland"",""address"":{""information"":""Fischereigrenze"",""road"":""Eggelhofer Weg"",""village"":""Langweid am Lech"",""county"":""Landkreis Augsburg"",""state_district"":""Schwaben"",""state"":""Bayern"",""postcode"":""86462"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""48.4945007"",""48.4947007"",""10.8279607"",""10.8281607""]}",road,"(10.827654635706718, 48.498110024319274)",0,0,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",0.8333333333333334,0.5,1.0
8110,0,0,0,0,16,1557742122_2537,MOTIONBLUR,MOTIONBLUR,1557742122_2537_UC2_MOTIONBLUR-0.png,8.584890899,0.734106136,0.657783799,63.93000875,0,0,0,0,True,16,0.999748409,49.6255524128806,6.3953827798038425,"(49.6255524128806, 6.395382779803843)",1529155218,2018-06-16 13:20:18,129.14286720244178,6,14.974809604767922,0.34872130916223665,279.0,"{""place_id"":137758473,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":263214704,""lat"":""49.6230728"",""lon"":""6.39781597321823"",""place_rank"":30,""category"":""amenity"",""type"":""school"",""importance"":""0"",""addresstype"":""amenity"",""name"":""Schoulsyndikat Billek"",""display_name"":""Schoulsyndikat Billek, Schoolbus Stop, Wormeldange, Canton Grevenmacher, 5433, Lëtzebuerg"",""address"":{""school"":""Schoulsyndikat Billek"",""road"":""Schoolbus Stop"",""village"":""Wormeldange"",""county"":""Canton Grevenmacher"",""postcode"":""5433"",""country"":""Lëtzebuerg"",""country_code"":""lu""},""boundingbox"":[""49.622321"",""49.6237815"",""6.3968292"",""6.3985762""]}",road,"(6.3953827798038425, 49.6255524128806)",0,0,"{'geo': 0, 'env': 1.0, 'img': 1.0, 'total': 0}",0.0,1.0,0.0
27637,25,0,0,0,13,1558446067_311,BACKLIGHTSUN,BACKLIGHTSUN,1558446067_311_UC2_BACKLIGHTSUN-25.png,12.73056074,0.865979055,52.46167158,14.50214662,0,0,0,1,True,13,1.0,52.003420206781065,9.428446691985949,"(52.00342020678106, 9.42844669198595)",1547095819,2019-01-10 04:50:19,29.75780821373457,1,5.177200691476381,1.0603350984118802,74.0,"{""place_id"":147136971,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":309474569,""lat"":""52.002357631723"",""lon"":""9.42761206618988"",""place_rank"":26,""category"":""highway"",""type"":""primary"",""importance"":""0.1"",""addresstype"":""road"",""name"":""B 83"",""display_name"":""B 83, Hehlen, Samtgemeinde Bodenwerder-Polle, Landkreis Hameln-Pyrmont, Niedersachsen, 31860, Deutschland"",""address"":{""road"":""B 83"",""village"":""Hehlen"",""county"":""Landkreis Hameln-Pyrmont"",""state"":""Niedersachsen"",""postcode"":""31860"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""51.9841934"",""52.0028275"",""9.4268974"",""9.453324""]}",road,"(9.428446691985949, 52.003420206781065)",0,0,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",0.8333333333333334,0.5,1.0
22204,0,75,0,0,25,1557744085_1721,DARKNESS,DARKNESS,1557744085_1721_UC2_DARKNESS-75.png,23.86437443,3.740438013,4.579113152,1.807173337,2,0,0,0,True,25,0.917371392,52.91734677010395,6.675640956855037,"(52.91734677010395, 6.6756409568550374)",1531293398,2018-07-11 07:16:38,21.78763429035498,7,26.759974640415287,1.2187036976564931,16.0,"{""place_id"":70223257,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":6401542,""lat"":""52.9221472453629"",""lon"":""6.67575813780253"",""place_rank"":26,""category"":""highway"",""type"":""unclassified"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Uteringsweg"",""display_name"":""Uteringsweg, Grolloo, Aa en Hunze, Drenthe, Nederland, 9444PK, Nederland"",""address"":{""road"":""Uteringsweg"",""suburb"":""Grolloo"",""city"":""Aa en Hunze"",""state"":""Drenthe"",""postcode"":""9444PK"",""country"":""Nederland"",""country_code"":""nl""},""boundingbox"":[""52.9221384"",""52.9287603"",""6.6625794"",""6.6836149""]}",road,"(6.675640956855037, 52.91734677010395)",0,0,"{'geo': 0, 'env': 1.0, 'img': 1.0, 'total': 0}",0.0,1.0,0.0
5041,0,0,0,75,12,1557744858_2475,RAIN,RAIN,1557744858_2475_UC2_RAIN-75.png,11.90689363,13.24680578,3.302902849,0.796311984,0,1,0,0,True,12,0.492103785,50.386651588796084,11.285089809859512,"(50.38665158879608, 11.285089809859512)",1526919426,2018-05-21 16:17:06,47.734528639607575,5,22.55022174558277,0.4072369268539448,597.0,"{""place_id"":17636265,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""node"",""osm_id"":1676576467,""lat"":""50.3710417"",""lon"":""11.3006947"",""place_rank"":19,""category"":""place"",""type"":""village"",""importance"":""0.275"",""addresstype"":""place"",""name"":""Friedersdorf"",""display_name"":""Friedersdorf, Landkreis Kronach, Oberfranken, Bayern, 96332, Deutschland"",""address"":{""village"":""Friedersdorf"",""county"":""Landkreis Kronach"",""state_district"":""Oberfranken"",""state"":""Bayern"",""postcode"":""96332"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""50.3310417"",""50.4110417"",""11.2606947"",""11.3406947""]}",road,"(11.285089809859512, 50.386651588796084)",0,0,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",0.8333333333333334,0.5,1.0
16120,0,0,0,0,12,1557743423_1646,DARKNESS,DARKNESS,1557743423_1646_UC2_DARKNESS-0.png,22.79642608,0.918535746,4.343929064,9.507682616,0,0,0,0,True,12,1.0,48.68012157894945,8.151233258025522,"(48.680121578949446, 8.151233258025522)",1528303225,2018-06-06 16:40:25,108.68790776080431,6,16.640255741060365,1.1304861609894046,166.0,"{""place_id"":102742056,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":115593635,""lat"":""48.68012805"",""lon"":""8.1513369609138"",""place_rank"":30,""category"":""building"",""type"":""yes"",""importance"":""0"",""addresstype"":""building"",""name"":null,""display_name"":""78, Kappelwindeckstraße, Hänferdorf, Bühl, Vereinbarte Verwaltungsgemeinschaft Bühl, Landkreis Rastatt, Regierungsbezirk Karlsruhe, Baden-Württemberg, 77815, Deutschland"",""address"":{""house_number"":""78"",""road"":""Kappelwindeckstraße"",""neighbourhood"":""Hänferdorf"",""city_district"":""Bühl"",""town"":""Bühl"",""county"":""Vereinbarte Verwaltungsgemeinschaft Bühl"",""state_district"":""Regierungsbezirk Karlsruhe"",""state"":""Baden-Württemberg"",""postcode"":""77815"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""48.6800147"",""48.6802414"",""8.1511695"",""8.1515044""]}",road,"(8.151233258025522, 48.68012157894945)",0,0,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",1.0,1.0,1.0
2833,0,0,0,25,17,1557744530_489,RAIN,RAIN,1557744530_489_UC2_RAIN-25.png,8.290605506,15.4949989,3.095134064,1.571876516,0,1,0,0,True,17,1.0,52.18003955997831,10.776169116397483,"(52.18003955997831, 10.776169116397485)",1524008223,2018-04-17 23:37:03,74.98401991197512,4,29.757635775247355,0.4796325775682073,262.0,"{""place_id"":198418836,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1432649,""lat"":""52.1439998"",""lon"":""10.7751914"",""place_rank"":16,""category"":""boundary"",""type"":""administrative"",""importance"":""0.437202015097944"",""addresstype"":""boundary"",""name"":""Schöppenstedt"",""display_name"":""Schöppenstedt, Samtgemeinde Elm-Asse, Landkreis Wolfenbüttel, Niedersachsen, 38170, Deutschland"",""address"":{""city"":""Schöppenstedt"",""county"":""Samtgemeinde Elm-Asse"",""state"":""Niedersachsen"",""postcode"":""38170"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""52.1190454"",""52.2069066"",""10.7207905"",""10.8405503""]}",road,"(10.776169116397483, 52.18003955997831)",0,0,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",0.8333333333333334,0.5,1.0
