BACKLIGHTSUN,BACKLIGHTSUN_classes,Coordinates,Coordinates_Joined,DARKNESS,DARKNESS_classes,Datetime,Elevation,Latitude,Longitude,MOTIONBLUR,MOTIONBLUR_classes,Open_Data,Precipitation,RAIN,RAIN_classes,RoadTypes,Scope_Probability,Scope_Probability_Verbose,SignType,Speed,Temperature,Unnamed: 0,VGG_is_correct,VGG_probabilities,VG_labels,class,detailed_class,env_probability ,formattedTime,full_img_pth,geo_probability,hour,img_id,month,rain_sensor,sun_altitude,temp_probability,velocity
0,0,"(51.53916182477726, 6.566597427948081)","(6.566597427948081, 51.53916182477726)",0,0,1546400879,24.5,51.53916182,6.566597428,0,0,"{""place_id"":80190548,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":23481969,""lat"":""51.5412062646281"",""lon"":""6.56601487175897"",""place_rank"":26,""category"":""highway"",""type"":""tertiary"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Alpsrayer Straße"",""display_name"":""Alpsrayer Straße, Ossenberg, Rheinberg, Kreis Wesel, Regierungsbezirk Düsseldorf, Nordrhein-Westfalen, 47495, Deutschland"",""address"":{""road"":""Alpsrayer Straße"",""suburb"":""Ossenberg"",""town"":""Rheinberg"",""county"":""Kreis Wesel"",""state_district"":""Regierungsbezirk Düsseldorf"",""state"":""Nordrhein-Westfalen"",""postcode"":""47495"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""51.5394315"",""51.5415514"",""6.5598561"",""6.5672261""]}",2.495269419,0,0,road,0.833333333,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",35,55.6595464,-5.999508559,17877,TRUE,0.999996901,35,DARKNESS,DARKNESS,0,2019-01-02 03:47,1557743423_528_UC2_DARKNESS-0.png,1,18.0109768,1557743423_528,1,0.458404114,3.580795804,0.5,9.792966522
0,0,"(53.642684753805895, 12.81089814694738)","(12.810898146947382, 53.642684753805895)",0,0,1529789304,39,53.64268475,12.81089815,0,0,"{""place_id"":194265,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""node"",""osm_id"":32667003,""lat"":""53.6537228"",""lon"":""12.8021692"",""place_rank"":19,""category"":""place"",""type"":""hamlet"",""importance"":""0.275"",""addresstype"":""place"",""name"":""Carlsruhe"",""display_name"":""Carlsruhe, Stavenhagen, Mecklenburgische Seenplatte, Mecklenburg-Vorpommern, Deutschland"",""address"":{""hamlet"":""Carlsruhe"",""county"":""Stavenhagen"",""state"":""Mecklenburg-Vorpommern"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""53.6137228"",""53.6937228"",""12.7621692"",""12.8421692""]}",1.537397485,25,1,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",2,58.50015914,11.50921297,2613,TRUE,0.993985116,2,RAIN,RAIN,0,2018-06-23 21:28,1557744530_2990_UC2_RAIN-25.png,1,16.94839037,1557744530_2990,6,40.71465762,4.473061795,1,3.848009331
0,0,"(50.414048217634786, 12.930448861247001)","(12.930448861247001, 50.41404821763479)",25,1,1552336981,995,50.41404822,12.93044886,0,0,"{""place_id"":109282084,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":145964365,""lat"":""50.4155801850893"",""lon"":""12.9316040486175"",""place_rank"":26,""category"":""highway"",""type"":""secondary"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Tellerhäuser Straße"",""display_name"":""Tellerhäuser Straße, Oberwiesenthal, Erzgebirgskreis, Sachsen, 09484, Deutschland"",""address"":{""road"":""Tellerhäuser Straße"",""town"":""Oberwiesenthal"",""county"":""Erzgebirgskreis"",""state"":""Sachsen"",""postcode"":""09484"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""50.413142"",""50.4224848"",""12.9290522"",""12.9348539""]}",1.376192078,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",5,59.93628077,-1.670041999,19320,TRUE,0.862650096,5,DARKNESS,DARKNESS,0,2019-03-11 20:43,1557743752_1826_UC2_DARKNESS-25.png,1,21.72261829,1557743752_1826,3,3.867964562,4.969915006,1,7.418397922
0,0,"(50.30938635703064, 9.138913087717471)","(9.138913087717473, 50.30938635703064)",75,2,1530991553,280.5,50.30938636,9.138913088,0,0,"{""place_id"":81200277,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":27037236,""lat"":""50.3092976"",""lon"":""9.1364341"",""place_rank"":27,""category"":""highway"",""type"":""path"",""importance"":""0.075"",""addresstype"":""highway"",""name"":""Schweigepfad"",""display_name"":""Schweigepfad, Büdingen, Wetteraukreis, Regierungsbezirk Darmstadt, Hessen, 63654, Deutschland"",""address"":{""path"":""Schweigepfad"",""city_district"":""Büdingen"",""town"":""Büdingen"",""county"":""Wetteraukreis"",""state_district"":""Regierungsbezirk Darmstadt"",""state"":""Hessen"",""postcode"":""63654"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""50.309066"",""50.3100909"",""9.1352727"",""9.1364341""]}",1.609885155,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",25,89.35064436,36.25980257,22224,FALSE,0.335835934,31,DARKNESS,DARKNESS,0,2018-07-07 19:25,1557744085_174_UC2_DARKNESS-75.png,1,18.27780875,1557744085_174,7,3.561539143,1.388975792,1,8.558333609
0,0,"(52.04582284984168, 10.912434586240533)","(10.912434586240533, 52.04582284984168)",0,0,1552281466,87,52.04582285,10.91243459,0,0,"{""place_id"":24944158,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""node"",""osm_id"":2421839090,""lat"":""52.0336626"",""lon"":""10.8913832"",""place_rank"":19,""category"":""place"",""type"":""village"",""importance"":""0.275"",""addresstype"":""place"",""name"":""Dedeleben"",""display_name"":""Dedeleben, Landkreis Harz, Sachsen-Anhalt, 38836, Deutschland"",""address"":{""city_district"":""Dedeleben"",""village"":""Dedeleben"",""county"":""Landkreis Harz"",""state"":""Sachsen-Anhalt"",""postcode"":""38836"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""51.9936626"",""52.0736626"",""10.8513832"",""10.9313832""]}",0.457821084,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",38,119.355342,18.17669466,26293,TRUE,1,38,BACKLIGHTSUN,BACKLIGHTSUN,0,2019-03-11 05:17,1558445871_902_UC2_BACKLIGHTSUN-0.png,1,12.83669716,1558445871_902,3,0.32426995,53.72210002,1,12.53379836
0,0,"(52.926873979676955, 10.402148562958196)","(10.402148562958196, 52.92687397967696)",75,2,1552498037,70,52.92687398,10.40214856,75,2,"{""place_id"":81901476,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":27365205,""lat"":""52.923652718591"",""lon"":""10.4024680762974"",""place_rank"":26,""category"":""highway"",""type"":""tertiary"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Dreilinger Weg"",""display_name"":""Dreilinger Weg, Eimke, Samtgemeinde Suderburg, Uelzen, Niedersachsen, 29578, Deutschland"",""address"":{""road"":""Dreilinger Weg"",""village"":""Eimke"",""county"":""Samtgemeinde Suderburg"",""state"":""Niedersachsen"",""postcode"":""29578"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""52.9200621"",""52.9237251"",""10.3486364"",""10.408272""]}",0.534543625,75,2,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",2,109.2097503,-15.81829879,31292,FALSE,0.118899919,7,RAIN_MOTIONBLUR_DARKNESS,RAIN_MOTIONBLUR_DARKNESS,0,2019-03-13 17:27,1557952350_181_UC2_RAIN-75_MOTIONBLUR-75_DARKNESS-75.png,1,20.48002052,1557952350_181,3,0.273021473,4.720481353,1,15.24283286
0,0,"(49.02576310139525, 8.57361015316213)","(8.57361015316213, 49.025763101395256)",75,2,1524339258,198,49.0257631,8.573610153,0,0,"{""place_id"":149738851,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":323117470,""lat"":""49.02585315"",""lon"":""8.57348936949937"",""place_rank"":30,""category"":""building"",""type"":""yes"",""importance"":""0"",""addresstype"":""building"",""name"":null,""display_name"":""55, Ringstraße, Jöhlingen, Walzbachtal, Landkreis Karlsruhe, Regierungsbezirk Karlsruhe, Baden-Württemberg, 75045, Deutschland"",""address"":{""house_number"":""55"",""road"":""Ringstraße"",""residential"":""Jöhlingen"",""suburb"":""Jöhlingen"",""village"":""Walzbachtal"",""county"":""Landkreis Karlsruhe"",""state_district"":""Regierungsbezirk Karlsruhe"",""state"":""Baden-Württemberg"",""postcode"":""75045"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""49.0258026"",""49.025925"",""8.5733549"",""8.5736087""]}",0.034109145,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",12,36.87826698,21.04511696,24212,TRUE,0.358595729,12,DARKNESS,DARKNESS,0,2018-04-21 19:34,1557744085_83_UC2_DARKNESS-75.png,1,20.65124769,1557744085_83,4,4.872551531,1.880776893,1,6.334982111
0,0,"(49.87238893098906, 9.958855650555213)","(9.958855650555213, 49.87238893098907)",0,0,1552601729,284,49.87238893,9.958855651,75,2,"{""place_id"":85476553,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":38492786,""lat"":""49.871028"",""lon"":""9.9574042"",""place_rank"":26,""category"":""highway"",""type"":""road"",""importance"":""0.1"",""addresstype"":""road"",""name"":null,""display_name"":""Rimpar, Landkreis Würzburg, Unterfranken, Bayern, 97222, Deutschland"",""address"":{""neighbourhood"":""Rimpar"",""village"":""Rimpar"",""county"":""Landkreis Würzburg"",""state_district"":""Unterfranken"",""state"":""Bayern"",""postcode"":""97222"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""49.871028"",""49.872234"",""9.9561048"",""9.9574042""]}",0.967337779,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",3,68.30932292,6.059318448,14268,FALSE,0.144500807,10,MOTIONBLUR,MOTIONBLUR,0,2019-03-14 22:15,1557742802_268_UC2_MOTIONBLUR-75.png,1,13.26744495,1557742802_268,3,0.077427098,1.340779183,1,88.84713196
0,0,"(49.49251075847143, 11.78369373387697)","(11.78369373387697, 49.49251075847143)",25,1,1529935774,422,49.49251076,11.78369373,0,0,"{""place_id"":85048909,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":35586047,""lat"":""49.4911134564445"",""lon"":""11.783350529482"",""place_rank"":26,""category"":""highway"",""type"":""secondary"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Rosenbachstraße"",""display_name"":""Rosenbachstraße, Lohe, Sulzbach-Rosenberg, Landkreis Amberg-Sulzbach, OPf, Bayern, 92237, Deutschland"",""address"":{""road"":""Rosenbachstraße"",""suburb"":""Lohe"",""city"":""Sulzbach-Rosenberg"",""county"":""Landkreis Amberg-Sulzbach"",""state_district"":""OPf"",""state"":""Bayern"",""postcode"":""92237"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""49.4908255"",""49.4913339"",""11.7779991"",""11.7843824""]}",0.097264026,0,1,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",12,112.2638318,25.16168395,19596,TRUE,0.99999547,12,DARKNESS,DARKNESS,0,2018-06-25 14:09,1557743752_2074_UC2_DARKNESS-25.png,1,18.29685438,1557743752_2074,6,4.611902846,3.373870603,1,8.342374295
0,0,"(53.301215962388085, 7.524595784708051)","(7.52459578470805, 53.3012159623881)",0,0,1528932628,1,53.30121596,7.524595785,0,0,"{""place_id"":201975672,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":30095982,""lat"":""53.3007309"",""lon"":""7.5238006"",""place_rank"":30,""category"":""place"",""type"":""house"",""importance"":""-0.1"",""addresstype"":""place"",""name"":null,""display_name"":""20, Mißgunsterweg, Moormerland, Landkreis Leer, Niedersachsen, 26802, Deutschland"",""address"":{""house_number"":""20"",""road"":""Mißgunsterweg"",""village"":""Moormerland"",""county"":""Landkreis Leer"",""state"":""Niedersachsen"",""postcode"":""26802"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""53.3006309"",""53.3008309"",""7.5237006"",""7.5239006""]}",2.99192636,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",10,67.55630909,14.45000608,24428,TRUE,1,10,BACKLIGHTSUN,BACKLIGHTSUN,0,2018-06-13 23:30,1558445871_1022_UC2_BACKLIGHTSUN-0.png,1,13.02129686,1558445871_1022,6,0.730659531,59.3936237,1,2.349578293
25,1,"(49.521059428815434, 7.311286267922723)","(7.311286267922722, 49.52105942881544)",0,0,1527123648,386,49.52105943,7.311286268,0,0,"{""place_id"":198182511,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1246581,""lat"":""49.5405662"",""lon"":""7.3279177"",""place_rank"":16,""category"":""boundary"",""type"":""administrative"",""importance"":""0.466252728998351"",""addresstype"":""boundary"",""name"":""Pfeffelbach"",""display_name"":""Pfeffelbach, Kusel-Altenglan, Landkreis Kusel, Rheinland-Pfalz, Deutschland"",""address"":{""city"":""Pfeffelbach"",""county"":""Kusel-Altenglan"",""state"":""Rheinland-Pfalz"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""49.5197804"",""49.5587351"",""7.298981"",""7.3569775""]}",0.717216445,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",26,71.89594989,6.746797978,27944,FALSE,0.819495797,18,BACKLIGHTSUN,BACKLIGHTSUN,0,2018-05-24 01:00,1558446067_589_UC2_BACKLIGHTSUN-25.png,1,13.29805678,1558446067_589,5,0.105520925,52.063091,1,4.397176954
0,0,"(51.180933823880174, 9.92700417257938)","(9.92700417257938, 51.180933823880174)",0,0,1550928148,279,51.18093382,9.927004173,0,0,"{""place_id"":82127284,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":27868897,""lat"":""51.180098824298"",""lon"":""9.92616809557864"",""place_rank"":26,""category"":""highway"",""type"":""secondary"",""importance"":""0.1"",""addresstype"":""road"",""name"":""L 3243"",""display_name"":""L 3243, Meißner, Werra-Meißner-Kreis, Regierungsbezirk Kassel, Hessen, 37290, Deutschland"",""address"":{""road"":""L 3243"",""city"":""Meißner"",""county"":""Werra-Meißner-Kreis"",""state_district"":""Regierungsbezirk Kassel"",""state"":""Hessen"",""postcode"":""37290"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""51.1707212"",""51.1823654"",""9.9218551"",""9.9333586""]}",2.12593253,25,1,road,0.833333333,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",13,66.97677201,-0.24003848,1877,TRUE,1,13,RAIN,RAIN,0,2019-02-23 13:22,1557744530_2327_UC2_RAIN-25.png,1,8.975876173,1557744530_2327,2,48.07473202,2.987111415,0.5,1.867849942
0,0,"(50.185274430184144, 12.070552075915526)","(12.070552075915526, 50.185274430184144)",0,0,1552602522,632,50.18527443,12.07055208,0,0,"{""place_id"":244575652,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":33606136,""lat"":""50.184544107846"",""lon"":""12.070608622844"",""place_rank"":27,""category"":""highway"",""type"":""service"",""importance"":""0.075"",""addresstype"":""road"",""name"":""Brunnenweg"",""display_name"":""Brunnenweg, Brunn, Schönwald, Landkreis Wunsiedel im Fichtelgebirge, Oberfranken, Bayern, 95173, Deutschland"",""address"":{""road"":""Brunnenweg"",""suburb"":""Brunn"",""town"":""Schönwald"",""county"":""Landkreis Wunsiedel im Fichtelgebirge"",""state_district"":""Oberfranken"",""state"":""Bayern"",""postcode"":""95173"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""50.184529"",""50.1848054"",""12.0678724"",""12.0730296""]}",0.986028165,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",40,36.18450233,19.47190618,15551,TRUE,0.9987638,40,DARKNESS,DARKNESS,0,2019-03-14 22:28,1557743423_1133_UC2_DARKNESS-0.png,1,21.31285353,1557743423_1133,3,0.257699953,4.037036842,1,5.001199818
0,0,"(49.13381564284485, 8.185193145428284)","(8.185193145428284, 49.13381564284485)",0,0,1550108971,135,49.13381564,8.185193145,0,0,"{""place_id"":259888554,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":256288956,""lat"":""49.1359594060493"",""lon"":""8.18520960931898"",""place_rank"":26,""category"":""highway"",""type"":""track"",""importance"":""0.1"",""addresstype"":""road"",""name"":""705"",""display_name"":""705, Insheim, Herxheim, Landkreis Südliche Weinstraße, Rheinland-Pfalz, 76865, Deutschland"",""address"":{""road"":""705"",""village"":""Insheim"",""county"":""Herxheim"",""state"":""Rheinland-Pfalz"",""postcode"":""76865"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""49.1351641"",""49.1366137"",""8.1808598"",""8.1872498""]}",1.933206449,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",1,98.90381932,-9.359771389,26362,TRUE,1,1,BACKLIGHTSUN,BACKLIGHTSUN,0,2019-02-14 01:49,1558445871_965_UC2_BACKLIGHTSUN-0.png,1,12.11777706,1558445871_965,2,0.165782537,47.97479881,1,18.92036338
0,0,"(49.665822107579565, 8.740490639459525)","(8.740490639459525, 49.66582210757957)",0,0,1546762070,261,49.66582211,8.740490639,25,1,"{""place_id"":4508223,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""node"",""osm_id"":495583795,""lat"":""49.6666736"",""lon"":""8.7406041"",""place_rank"":30,""category"":""place"",""type"":""house"",""importance"":""0"",""addresstype"":""place"",""name"":null,""display_name"":""4, Alter Weg, Fürth, Kreis Bergstraße, Regierungsbezirk Darmstadt, Hessen, 64658, Deutschland"",""address"":{""house_number"":""4"",""road"":""Alter Weg"",""town"":""Fürth"",""county"":""Kreis Bergstraße"",""state_district"":""Regierungsbezirk Darmstadt"",""state"":""Hessen"",""postcode"":""64658"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""49.6665736"",""49.6667736"",""8.7405041"",""8.7407041""]}",0.570136386,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",14,66.10223002,1.389079614,10701,TRUE,0.999999762,14,MOTIONBLUR,MOTIONBLUR,0,2019-01-06 08:07,1557742475_2169_UC2_MOTIONBLUR-25.png,1,11.58890261,1557742475_2169,1,1.448665826,2.553157637,1,107.656129
75,2,"(51.39386983061213, 7.889646386934664)","(7.889646386934665, 51.39386983061213)",0,0,1553302696,301,51.39386983,7.889646387,0,0,"{""place_id"":82685125,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":29185203,""lat"":""51.3924127168567"",""lon"":""7.89176974678202"",""place_rank"":26,""category"":""highway"",""type"":""tertiary"",""importance"":""0.1"",""addresstype"":""road"",""name"":""K 29"",""display_name"":""K 29, Eisborn, Balve, Märkischer Kreis, Regierungsbezirk Arnsberg, Nordrhein-Westfalen, 58802, Deutschland"",""address"":{""road"":""K 29"",""suburb"":""Eisborn"",""town"":""Balve"",""county"":""Märkischer Kreis"",""state_district"":""Regierungsbezirk Arnsberg"",""state"":""Nordrhein-Westfalen"",""postcode"":""58802"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""51.3910641"",""51.3930883"",""7.8898003"",""7.8924336""]}",2.305802081,0,1,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",35,57.47892648,13.42430164,29160,TRUE,0.988136828,35,BACKLIGHTSUN,BACKLIGHTSUN,0,2019-03-23 00:58,1558446262_1682_UC2_BACKLIGHTSUN-75.png,1,15.2821627,1558446262_1682,3,0.532980153,49.92062794,1,1.128737187
0,0,"(52.83685075442213, 7.10259072504795)","(7.102590725047951, 52.83685075442213)",0,0,1536733775,10.5,52.83685075,7.102590725,0,0,"{""place_id"":95445746,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":91897242,""lat"":""52.83633755"",""lon"":""7.10297113402763"",""place_rank"":30,""category"":""amenity"",""type"":""school"",""importance"":""0"",""addresstype"":""amenity"",""name"":""Maximilianschule (Haupt- und Realschule)"",""display_name"":""Maximilianschule (Haupt- und Realschule), Schulstraße, Haren (Ems), Landkreis Emsland, Niedersachsen, 49733, Deutschland"",""address"":{""school"":""Maximilianschule (Haupt- und Realschule)"",""road"":""Schulstraße"",""town"":""Haren (Ems)"",""county"":""Landkreis Emsland"",""state"":""Niedersachsen"",""postcode"":""49733"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""52.8361505"",""52.8365315"",""7.1021776"",""7.1032486""]}",1.198719999,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",4,104.767853,18.10929915,15786,TRUE,0.999233246,4,DARKNESS,DARKNESS,0,2018-09-12 06:29,1557743423_1345_UC2_DARKNESS-0.png,1,19.35182063,1557743423_1345,9,2.963859155,1.188248014,1,6.787733908
0,0,"(48.436325571356456, 9.452011833586937)","(9.452011833586935, 48.436325571356456)",0,0,1530519116,734.5,48.43632557,9.452011834,0,0,"{""place_id"":117658015,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":177544929,""lat"":""48.43707615"",""lon"":""9.4516578"",""place_rank"":30,""category"":""building"",""type"":""yes"",""importance"":""0"",""addresstype"":""building"",""name"":null,""display_name"":""30, Hirschhaldenweg, Münsingen, Gemeindeverwaltungsverband Münsingen, Landkreis Reutlingen, Regierungsbezirk Tübingen, Baden-Württemberg, 72525, Deutschland"",""address"":{""house_number"":""30"",""road"":""Hirschhaldenweg"",""town"":""Münsingen"",""county"":""Landkreis Reutlingen"",""state_district"":""Regierungsbezirk Tübingen"",""state"":""Baden-Württemberg"",""postcode"":""72525"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""48.4370189"",""48.4371334"",""9.4515504"",""9.4517652""]}",2.525785604,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",38,57.93251065,30.30737005,15793,TRUE,1,38,DARKNESS,DARKNESS,0,2018-07-02 08:11,1557743423_1351_UC2_DARKNESS-0.png,1,19.43900896,1557743423_1351,7,3.382659569,0.612847526,1,6.744127321
0,0,"(52.70071645662276, 12.428479464560809)","(12.428479464560807, 52.70071645662275)",0,0,1541210390,28,52.70071646,12.42847946,25,1,"{""place_id"":94210983,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":83893363,""lat"":""52.6987965108726"",""lon"":""12.4332539806337"",""place_rank"":26,""category"":""highway"",""type"":""unclassified"",""importance"":""0.1"",""addresstype"":""road"",""name"":null,""display_name"":""Seeblick, Rhinow, Havelland, Brandenburg, 14715, Deutschland"",""address"":{""village"":""Seeblick"",""town"":""Rhinow"",""county"":""Havelland"",""state"":""Brandenburg"",""postcode"":""14715"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""52.6969241"",""52.7040126"",""12.4323782"",""12.4390291""]}",0.262114624,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",1,61.10394435,-1.33226295,10950,TRUE,0.94702059,1,MOTIONBLUR,MOTIONBLUR,0,2018-11-03 01:59,1557742475_2393_UC2_MOTIONBLUR-25.png,1,16.00040122,1557742475_2393,11,2.557337854,3.019289547,1,56.69889228
75,2,"(48.40848601837495, 10.966107474181698)","(10.966107474181698, 48.40848601837495)",0,0,1532313199,499,48.40848602,10.96610747,0,0,"{""place_id"":147971428,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":312327918,""lat"":""48.40852205"",""lon"":""10.965820727601"",""place_rank"":30,""category"":""building"",""type"":""yes"",""importance"":""0"",""addresstype"":""building"",""name"":null,""display_name"":""16a, Alte Bergstraße, Friedberg, Landkreis Aichach-Friedberg, Schwaben, Bayern, 86316, Deutschland"",""address"":{""house_number"":""16a"",""road"":""Alte Bergstraße"",""town"":""Friedberg"",""county"":""Landkreis Aichach-Friedberg"",""state_district"":""Schwaben"",""state"":""Bayern"",""postcode"":""86316"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""48.4084483"",""48.4085958"",""10.9656938"",""10.9659477""]}",1.104637714,0,0,road,1,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",38,69.07501201,23.81848804,30240,TRUE,1,38,BACKLIGHTSUN,BACKLIGHTSUN,0,2018-07-23 02:33,1558446262_855_UC2_BACKLIGHTSUN-75.png,1,14.55262866,1558446262_855,7,0.835958391,59.70317984,1,10.8546202
0,0,"(52.22756211942706, 6.734318713570452)","(6.734318713570452, 52.22756211942706)",0,0,1532577861,21,52.22756212,6.734318714,25,1,"{""place_id"":70715466,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":6673237,""lat"":""52.2276129637692"",""lon"":""6.7344079613096"",""place_rank"":26,""category"":""highway"",""type"":""tertiary"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Deldenerdijk"",""display_name"":""Deldenerdijk, Hengelo, Overijssel, Nederland, 7554RD, Nederland"",""address"":{""road"":""Deldenerdijk"",""suburb"":""Hengelo"",""town"":""Hengelo"",""state"":""Overijssel"",""postcode"":""7554RD"",""country"":""Nederland"",""country_code"":""nl""},""boundingbox"":[""52.2175408"",""52.23809"",""6.72847"",""6.7416073""]}",1.334830901,0,0,road,0,"{'geo': 0, 'env': 1.0, 'img': 1.0, 'total': 0}",14,66.80939174,17.57907039,10165,TRUE,0.999946713,14,MOTIONBLUR,MOTIONBLUR,0,2018-07-26 04:04,1557742475_1687_UC2_MOTIONBLUR-25.png,0,9.5870913,1557742475_1687,7,1.250400375,0.248406984,1,53.08429782
